Rodada,Data,Time da Casa,Placar,Time Visitante
1F,07/01/23,Queimadense,0-1,Campinense
1F,07/01/23,Treze,2-0,São Paulo Crystal
1F,11/01/23,Sousa,1-1,Botafogo-PB
1F,11/01/23,Auto Esporte,1-1,Queimadense
1F,12/01/23,Nacional-PB,2-0,Treze
1F,12/01/23,Campinense,1-2,São Paulo Crystal
1F,14/01/23,Serra Branca-PB,1-2,Sousa
1F,15/01/23,São Paulo Crystal,1-0,Nacional-PB
1F,15/01/23,Botafogo-PB,2-2,Campinense
1F,16/01/23,Treze,3-2,Auto Esporte
1F,19/01/23,São Paulo Crystal,0-1,Sousa
1F,21/01/23,Serra Branca-PB,1-1,Queimadense
1F,21/01/23,Auto Esporte,1-2,CSP
1F,22/01/23,Botafogo-PB,0-0,Treze
1F,24/01/23,CSP,0-1,São Paulo Crystal
1F,24/01/23,Nacional-PB,2-1,Auto Esporte
1F,25/01/23,Sousa,0-1,Campinense
1F,25/01/23,Treze,3-0,Serra Branca-PB
1F,26/01/23,Queimadense,1-1,Botafogo-PB
1F,28/01/23,Campinense,0-0,Serra Branca-PB
1F,29/01/23,Treze,1-1,CSP
1F,30/01/23,Botafogo-PB,2-0,Auto Esporte
1F,30/01/23,São Paulo Crystal,2-1,Queimadense
1F,01/02/23,CSP,1-1,Campinense
1F,02/02/23,Serra Branca-PB,1-1,Botafogo-PB
1F,05/02/23,Nacional-PB,0-1,Sousa
1F,06/02/23,CSP,1-1,Serra Branca-PB
1F,08/02/23,Campinense,1-1,Nacional-PB
1F,09/02/23,Queimadense,0-0,Sousa
1F,12/02/23,Sousa,1-0,Treze
1F,13/02/23,Serra Branca-PB,1-1,Nacional-PB
1F,13/02/23,CSP,0-1,Botafogo-PB
1F,15/02/23,Sousa,4-0,Auto Esporte
1F,16/02/23,Queimadense,1-2,CSP
1F,19/02/23,Auto Esporte,0-0,São Paulo Crystal
1F,23/02/23,Serra Branca-PB,3-2,Auto Esporte
1F,23/02/23,Nacional-PB,2-1,CSP
1F,25/02/23,Botafogo-PB,1-1,São Paulo Crystal
1F,26/02/23,Campinense,0-0,Treze
1F,27/02/23,Queimadense,0-3,Nacional-PB
1F,12/03/23,Auto Esporte,0-1,Campinense
1F,12/03/23,Treze,2-1,Queimadense
1F,12/03/23,Nacional-PB,0-2,Botafogo-PB
1F,12/03/23,São Paulo Crystal,0-0,Serra Branca-PB
1F,12/03/23,Sousa,4-1,CSP
SF,18/03/23,Botafogo-PB,1-0,Sousa
SF,19/03/23,São Paulo Crystal,1-1,Treze
SF,26/03/23,Sousa,5-1,Botafogo-PB
SF,26/03/23,Treze,1-0,São Paulo Crystal
F,01/04/23,Treze,2-1,Sousa
F,08/04/23,Sousa,1-0(2-4 Pen.),Treze
