Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/12/20,CSA,Oeste,B,28
2,12/12/20,Chapecoense,CRB,B,28
3,13/12/20,Brasil-RS,Guarani,B,28
4,13/12/20,Botafogo-SP,Náutico,B,28
5,06/01/21,Grêmio,Bahia,A,28
6,06/01/21,Botafogo,Athletico-PR,A,28
7,06/01/21,Coritiba,Goiás,A,28
8,06/01/21,Sport,Fortaleza,A,28
9,06/01/21,Flamengo,Fluminense,A,28
10,06/01/21,Bragantino,São Paulo,A,28
11,07/01/21,Ceará,Internacional,A,28
12,07/01/21,Atlético-GO,Vasco,A,28
13,18/01/21,Palmeiras,Corinthians,A,28
14,26/01/21,Atlético-MG,Santos,A,28
