Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/08/20,Confiança,Paraná,B,1
2,07/08/20,Cuiabá,Brasil-RS,B,1
3,08/08/20,Fortaleza,Athletico-PR,A,1
4,08/08/20,Coritiba,Internacional,A,1
5,08/08/20,Sport,Ceará,A,1
6,08/08/20,Operário-PR,Figueirense,B,1
7,08/08/20,CSA,Guarani,B,1
8,08/08/20,Avaí,Náutico,B,1
9,09/08/20,Santos,Bragantino,A,1
10,09/08/20,Flamengo,Atlético-MG,A,1
11,09/08/20,Grêmio,Fluminense,A,1
12,30/09/20,Corinthians,Atlético-GO,A,1
13,30/09/20,Botafogo,Bahia,A,1
14,03/12/20,Goiás,São Paulo,A,1
