Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/11/20,Confiança,Cuiabá,B,23
2,24/11/20,Brasil-RS,CRB,B,23
3,24/11/20,Paraná,Guarani,B,23
4,24/11/20,Chapecoense,Cruzeiro,B,23
5,25/11/20,Atlético-MG,Botafogo,A,23
6,25/11/20,Coritiba,Corinthians,A,23
7,26/11/20,Fortaleza,Goiás,A,23
8,28/11/20,Palmeiras,Athletico-PR,A,23
9,28/11/20,Santos,Sport,A,23
10,28/11/20,Bahia,São Paulo,A,23
11,28/11/20,Atlético-GO,Internacional,A,23
12,30/11/20,Vasco,Ceará,A,23
13,30/11/20,Fluminense,Bragantino,A,23
14,28/01/21,Grêmio,Flamengo,A,23
