Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/09/20,Cuiabá,Figueirense,B,9
2,09/09/20,Athletico-PR,Botafogo,A,9
3,09/09/20,Fortaleza,Sport,A,9
4,09/09/20,Goiás,Coritiba,A,9
5,09/09/20,São Paulo,Bragantino,A,9
6,09/09/20,Fluminense,Flamengo,A,9
7,09/09/20,Santos,Atlético-MG,A,9
8,10/09/20,Internacional,Ceará,A,9
9,10/09/20,Corinthians,Palmeiras,A,9
10,10/09/20,Bahia,Grêmio,A,9
11,10/09/20,Vasco,Atlético-GO,A,9
12,11/09/20,Cruzeiro,EC Vitória,B,9
13,12/09/20,Guarani,Brasil-RS,B,9
14,13/09/20,Oeste,CSA,B,9
