Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/12/20,Oeste,EC Vitória,B,30
2,18/12/20,Juventude,CSA,B,30
3,18/12/20,Avaí,Cruzeiro,B,30
4,19/12/20,Náutico,Sampaio Corrêa,B,30
5,15/01/21,Palmeiras,Grêmio,A,30
6,16/01/21,Fluminense,Sport,A,30
7,16/01/21,Vasco,Coritiba,A,30
8,17/01/21,Athletico-PR,São Paulo,A,30
9,17/01/21,Santos,Botafogo,A,30
10,17/01/21,Atlético-MG,Atlético-GO,A,30
11,17/01/21,Ceará,Bragantino,A,30
12,17/01/21,Internacional,Fortaleza,A,30
13,18/01/21,Goiás,Flamengo,A,30
14,28/01/21,Bahia,Corinthians,A,30
