Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/01/21,Sampaio Corrêa,Cruzeiro,B,33
2,08/01/21,CRB,Confiança,B,33
3,08/01/21,Náutico,Paraná,B,33
4,09/01/21,Botafogo-SP,Chapecoense,B,33
5,31/01/21,Vasco,Bahia,A,33
6,31/01/21,Ceará,Athletico-PR,A,33
7,31/01/21,Atlético-GO,São Paulo,A,33
8,31/01/21,Coritiba,Grêmio,A,33
9,31/01/21,Atlético-MG,Fortaleza,A,33
10,31/01/21,Internacional,Bragantino,A,33
11,31/01/21,Fluminense,Goiás,A,33
12,01/02/21,Sport,Flamengo,A,33
13,02/02/21,Palmeiras,Botafogo,A,33
14,17/02/21,Santos,Corinthians,A,33
