Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/11/20,Bragantino,Bahia,A,22
2,20/11/20,Juventude,Paraná,B,22
3,20/11/20,EC Vitória,Ponte Preta,B,22
4,20/11/20,Cruzeiro,Figueirense,B,22
5,21/11/20,Athletico-PR,Santos,A,22
6,21/11/20,Flamengo,Coritiba,A,22
7,21/11/20,Goiás,Palmeiras,A,22
8,21/11/20,Oeste,Brasil-RS,B,22
9,22/11/20,São Paulo,Vasco,A,22
10,22/11/20,Ceará,Atlético-MG,A,22
11,22/11/20,Internacional,Fluminense,A,22
12,22/11/20,Botafogo,Fortaleza,A,22
13,22/11/20,Corinthians,Grêmio,A,22
14,23/11/20,Sport,Atlético-GO,A,22
