Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/11/20,CSA,Chapecoense,B,21
2,10/11/20,Confiança,Botafogo-SP,B,21
3,12/11/20,EC Vitória,Figueirense,B,21
4,13/11/20,Ponte Preta,Brasil-RS,B,21
5,14/11/20,Sport,Vasco,A,21
6,14/11/20,Santos,Internacional,A,21
7,14/11/20,Goiás,Athletico-PR,A,21
8,14/11/20,Corinthians,Atlético-MG,A,21
9,14/11/20,Fortaleza,São Paulo,A,21
10,14/11/20,Grêmio,Ceará,A,21
11,14/11/20,Palmeiras,Fluminense,A,21
12,14/11/20,Flamengo,Atlético-GO,A,21
13,16/11/20,Coritiba,Bahia,A,21
14,16/11/20,Botafogo,Bragantino,A,21
