Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/20,Ponte Preta,CSA,B,5
2,22/08/20,Athletico-PR,Fluminense,A,5
3,22/08/20,Internacional,Atlético-MG,A,5
4,22/08/20,Goiás,Atlético-GO,A,5
5,22/08/20,Náutico,Juventude,B,5
6,22/08/20,CRB,EC Vitória,B,5
7,23/08/20,Flamengo,Botafogo,A,5
8,23/08/20,Vasco,Grêmio,A,5
9,23/08/20,Palmeiras,Santos,A,5
10,23/08/20,Bragantino,Coritiba,A,5
11,23/08/20,Sport,São Paulo,A,5
12,23/08/20,Ceará,Bahia,A,5
13,26/08/20,Corinthians,Fortaleza,A,5
14,03/11/20,Brasil-RS,Sampaio Corrêa,B,5
