Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/08/20,Paraná,Avaí,B,2
2,11/08/20,Botafogo-SP,Confiança,B,2
3,11/08/20,Sampaio Corrêa,Juventude,B,2
4,12/08/20,Athletico-PR,Goiás,A,2
5,12/08/20,Atlético-MG,Corinthians,A,2
6,12/08/20,Bragantino,Botafogo,A,2
7,12/08/20,Bahia,Coritiba,A,2
8,12/08/20,Atlético-GO,Flamengo,A,2
9,12/08/20,Ceará,Grêmio,A,2
10,12/08/20,Fluminense,Palmeiras,A,2
11,12/08/20,CRB,Oeste,B,2
12,13/08/20,São Paulo,Fortaleza,A,2
13,13/08/20,Internacional,Santos,A,2
14,13/08/20,Vasco,Sport,A,2
