Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/01/21,Avaí,Juventude,B,36
2,19/01/21,Paraná,Cuiabá,B,36
3,19/01/21,Confiança,Sampaio Corrêa,B,36
4,20/01/21,Cruzeiro,Operário-PR,B,36
5,13/02/21,Goiás,Botafogo,A,36
6,13/02/21,Atlético-MG,Bahia,A,36
7,13/02/21,Santos,Coritiba,A,36
8,14/02/21,Flamengo,Corinthians,A,36
9,14/02/21,Vasco,Internacional,A,36
10,14/02/21,Athletico-PR,Atlético-GO,A,36
11,14/02/21,Palmeiras,Fortaleza,A,36
12,14/02/21,Grêmio,São Paulo,A,36
13,15/02/21,Ceará,Fluminense,A,36
14,15/02/21,Sport,Bragantino,A,36
