Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/10/20,Cuiabá,Ponte Preta,B,15
2,09/10/20,Operário-PR,Confiança,B,15
3,09/10/20,América-MG,Náutico,B,15
4,10/10/20,Vasco,Flamengo,A,15
5,10/10/20,Coritiba,Fortaleza,A,15
6,10/10/20,Palmeiras,São Paulo,A,15
7,10/10/20,Atlético-MG,Goiás,A,15
8,10/10/20,Guarani,CRB,B,15
9,11/10/20,Fluminense,Bahia,A,15
10,11/10/20,Santos,Grêmio,A,15
11,11/10/20,Sport,Botafogo,A,15
12,11/10/20,Atlético-GO,Bragantino,A,15
13,11/10/20,Ceará,Corinthians,A,15
14,11/10/20,Internacional,Athletico-PR,A,15
