Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/10/20,Náutico,Ponte Preta,B,16
2,13/10/20,Guarani,Cuiabá,B,16
3,14/10/20,Palmeiras,Coritiba,A,16
4,14/10/20,Grêmio,Botafogo,A,16
5,14/10/20,Santos,Atlético-GO,A,16
6,14/10/20,Athletico-PR,Corinthians,A,16
7,14/10/20,Atlético-MG,Fluminense,A,16
8,14/10/20,Sport,Internacional,A,16
9,15/10/20,Flamengo,Bragantino,A,16
10,16/10/20,Goiás,Bahia,A,16
11,17/10/20,CRB,Operário-PR,B,16
12,17/10/20,Brasil-RS,Figueirense,B,16
13,19/11/20,Vasco,Fortaleza,A,16
14,25/11/20,Ceará,São Paulo,A,16
