Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/12/20,Cruzeiro,Brasil-RS,B,26
2,05/12/20,CSA,América-MG,B,26
3,05/12/20,Cuiabá,Botafogo-SP,B,26
4,06/12/20,Figueirense,Náutico,B,26
5,16/12/20,São Paulo,Atlético-MG,A,26
6,16/12/20,Atlético-GO,Fluminense,A,26
7,19/12/20,Sport,Grêmio,A,26
8,19/12/20,Internacional,Palmeiras,A,26
9,19/12/20,Coritiba,Botafogo,A,26
10,20/12/20,Bragantino,Athletico-PR,A,26
11,20/12/20,Vasco,Santos,A,26
12,20/12/20,Flamengo,Bahia,A,26
13,20/12/20,Fortaleza,Ceará,A,26
14,21/12/20,Corinthians,Goiás,A,26
