Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/01/21,Ponte Preta,Cuiabá,B,34
2,11/01/21,Confiança,Operário-PR,B,34
3,12/01/21,Chapecoense,Figueirense,B,34
4,13/01/21,Cruzeiro,Oeste,B,34
5,03/02/21,Grêmio,Santos,A,34
6,03/02/21,Bragantino,Atlético-GO,A,34
7,03/02/21,Corinthians,Ceará,A,34
8,03/02/21,Goiás,Atlético-MG,A,34
9,03/02/21,Bahia,Fluminense,A,34
10,04/02/21,Fortaleza,Coritiba,A,34
11,04/02/21,Flamengo,Vasco,A,34
12,04/02/21,Athletico-PR,Internacional,A,34
13,05/02/21,Botafogo,Sport,A,34
14,19/02/21,São Paulo,Palmeiras,A,34
