Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/09/20,Athletico-PR,Coritiba,A,10
2,12/09/20,Santos,São Paulo,A,10
3,13/09/20,Fluminense,Corinthians,A,10
4,13/09/20,Grêmio,Fortaleza,A,10
5,13/09/20,Atlético-MG,Bragantino,A,10
6,13/09/20,Bahia,Atlético-GO,A,10
7,13/09/20,Ceará,Flamengo,A,10
8,13/09/20,Goiás,Internacional,A,10
9,13/09/20,Palmeiras,Sport,A,10
10,13/09/20,Botafogo,Vasco,A,10
11,18/09/20,Náutico,Chapecoense,B,10
12,19/09/20,Ponte Preta,Operário-PR,B,10
13,19/09/20,CSA,Cruzeiro,B,10
14,21/09/20,Botafogo-SP,Brasil-RS,B,10
