Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/12/20,Náutico,Cuiabá,B,31
2,22/12/20,CSA,EC Vitória,B,31
3,23/12/20,Botafogo-SP,Oeste,B,31
4,28/12/20,Brasil-RS,Confiança,B,31
5,20/01/21,Botafogo,Atlético-GO,A,31
6,20/01/21,Bahia,Athletico-PR,A,31
7,20/01/21,Grêmio,Atlético-MG,A,31
8,20/01/21,Coritiba,Fluminense,A,31
9,20/01/21,São Paulo,Internacional,A,31
10,20/01/21,Bragantino,Vasco,A,31
11,21/01/21,Flamengo,Palmeiras,A,31
12,21/01/21,Fortaleza,Santos,A,31
13,21/01/21,Goiás,Ceará,A,31
14,21/01/21,Corinthians,Sport,A,31
