Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/08/20,Cuiabá,Chapecoense,B,6
2,28/08/20,Oeste,Avaí,B,6
3,29/08/20,Botafogo,Internacional,A,6
4,29/08/20,Fluminense,Vasco,A,6
5,29/08/20,Bahia,Palmeiras,A,6
6,29/08/20,Fortaleza,Bragantino,A,6
7,30/08/20,São Paulo,Corinthians,A,6
8,30/08/20,Coritiba,Sport,A,6
9,30/08/20,Santos,Flamengo,A,6
10,30/08/20,Atlético-GO,Ceará,A,6
11,30/08/20,Operário-PR,Brasil-RS,B,6
12,30/08/20,CSA,CRB,B,6
13,18/11/20,Atlético-MG,Athletico-PR,A,6
14,30/11/20,Grêmio,Goiás,A,6
