Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/10/20,Vasco,Corinthians,A,18
2,23/10/20,Brasil-RS,CSA,B,18
3,24/10/20,Bragantino,Goiás,A,18
4,24/10/20,Ceará,Coritiba,A,18
5,24/10/20,Atlético-MG,Sport,A,18
6,25/10/20,Atlético-GO,Palmeiras,A,18
7,25/10/20,Fluminense,Santos,A,18
8,25/10/20,Athletico-PR,Grêmio,A,18
9,25/10/20,Internacional,Flamengo,A,18
10,25/10/20,Botafogo-SP,EC Vitória,B,18
11,25/10/20,Náutico,Cruzeiro,B,18
12,26/10/20,Paraná,Oeste,B,18
13,11/11/20,Bahia,Fortaleza,A,18
14,09/12/20,São Paulo,Botafogo,A,18
