Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/09/20,Ponte Preta,Botafogo-SP,B,8
2,04/09/20,Figueirense,Paraná,B,8
3,05/09/20,Flamengo,Fortaleza,A,8
4,05/09/20,Corinthians,Botafogo,A,8
5,05/09/20,Ceará,Santos,A,8
6,05/09/20,Brasil-RS,Náutico,B,8
7,06/09/20,Bragantino,Palmeiras,A,8
8,06/09/20,Internacional,Bahia,A,8
9,06/09/20,São Paulo,Fluminense,A,8
10,06/09/20,Vasco,Athletico-PR,A,8
11,06/09/20,Atlético-GO,Grêmio,A,8
12,06/09/20,Sport,Goiás,A,8
13,06/09/20,Coritiba,Atlético-MG,A,8
14,07/09/20,Cruzeiro,CRB,B,8
