Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/11/20,Cruzeiro,Confiança,B,24
2,28/11/20,Juventude,Náutico,B,24
3,28/11/20,CSA,Ponte Preta,B,24
4,28/11/20,Guarani,Chapecoense,B,24
5,02/12/20,Fortaleza,Corinthians,A,24
6,05/12/20,Santos,Palmeiras,A,24
7,05/12/20,Botafogo,Flamengo,A,24
8,05/12/20,Fluminense,Athletico-PR,A,24
9,05/12/20,Bahia,Ceará,A,24
10,05/12/20,Coritiba,Bragantino,A,24
11,06/12/20,São Paulo,Sport,A,24
12,06/12/20,Grêmio,Vasco,A,24
13,06/12/20,Atlético-MG,Internacional,A,24
14,07/12/20,Atlético-GO,Goiás,A,24
