Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/01/21,Cuiabá,Guarani,B,35
2,15/01/21,América-MG,Botafogo-SP,B,35
3,15/01/21,Sampaio Corrêa,Paraná,B,35
4,16/01/21,Juventude,Cruzeiro,B,35
5,06/02/21,Bahia,Goiás,A,35
6,06/02/21,Atlético-GO,Santos,A,35
7,07/02/21,Bragantino,Flamengo,A,35
8,08/02/21,Botafogo,Grêmio,A,35
9,10/02/21,Internacional,Sport,A,35
10,10/02/21,Fortaleza,Vasco,A,35
11,10/02/21,São Paulo,Ceará,A,35
12,10/02/21,Fluminense,Atlético-MG,A,35
13,10/02/21,Corinthians,Athletico-PR,A,35
14,17/02/21,Coritiba,Palmeiras,A,35
