Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/10/20,Atlético-GO,Athletico-PR,A,17
2,17/10/20,Coritiba,Santos,A,17
3,17/10/20,Fluminense,Ceará,A,17
4,17/10/20,São Paulo,Grêmio,A,17
5,18/10/20,Corinthians,Flamengo,A,17
6,18/10/20,Internacional,Vasco,A,17
7,18/10/20,Bragantino,Sport,A,17
8,18/10/20,Fortaleza,Palmeiras,A,17
9,19/10/20,Bahia,Atlético-MG,A,17
10,19/10/20,Botafogo,Goiás,A,17
11,20/10/20,Operário-PR,Cruzeiro,B,17
12,20/10/20,Juventude,Avaí,B,17
13,20/10/20,CSA,Botafogo-SP,B,17
14,21/10/20,Cuiabá,Paraná,B,17
