Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/10/20,Operário-PR,EC Vitória,B,13
2,03/10/20,Grêmio,Internacional,A,13
3,03/10/20,Palmeiras,Ceará,A,13
4,03/10/20,Bragantino,Corinthians,A,13
5,03/10/20,América-MG,Guarani,B,13
6,03/10/20,Sampaio Corrêa,CSA,B,13
7,03/10/20,Brasil-RS,Chapecoense,B,13
8,04/10/20,Botafogo,Fluminense,A,13
9,04/10/20,Coritiba,São Paulo,A,13
10,04/10/20,Flamengo,Athletico-PR,A,13
11,04/10/20,Fortaleza,Atlético-GO,A,13
12,04/10/20,Goiás,Santos,A,13
13,04/10/20,Bahia,Sport,A,13
14,04/10/20,Atlético-MG,Vasco,A,13
