Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/12/20,Botafogo-SP,Ponte Preta,B,27
2,08/12/20,Guarani,Operário-PR,B,27
3,09/12/20,Paraná,Figueirense,B,27
4,10/12/20,Náutico,Brasil-RS,B,27
5,26/12/20,Atlético-MG,Coritiba,A,27
6,26/12/20,Goiás,Sport,A,27
7,26/12/20,Fortaleza,Flamengo,A,27
8,26/12/20,Fluminense,São Paulo,A,27
9,27/12/20,Botafogo,Corinthians,A,27
10,27/12/20,Bahia,Internacional,A,27
11,27/12/20,Athletico-PR,Vasco,A,27
12,27/12/20,Palmeiras,Bragantino,A,27
13,27/12/20,Santos,Ceará,A,27
14,27/12/20,Grêmio,Atlético-GO,A,27
