Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/08/20,Paraná,Juventude,B,3
2,14/08/20,Ponte Preta,EC Vitória,B,3
3,15/08/20,Grêmio,Corinthians,A,3
4,15/08/20,Coritiba,Flamengo,A,3
5,15/08/20,Palmeiras,Goiás,A,3
6,15/08/20,Náutico,CRB,B,3
7,15/08/20,Botafogo-SP,Guarani,B,3
8,16/08/20,Atlético-MG,Ceará,A,3
9,16/08/20,Bahia,Bragantino,A,3
10,16/08/20,Vasco,São Paulo,A,3
11,16/08/20,Fluminense,Internacional,A,3
12,16/08/20,Atlético-GO,Sport,A,3
13,16/08/20,Fortaleza,Botafogo,A,3
14,16/08/20,Santos,Athletico-PR,A,3
