Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/09/20,Sport,Corinthians,A,12
2,26/09/20,Athletico-PR,Bahia,A,12
3,26/09/20,Internacional,São Paulo,A,12
4,26/09/20,Atlético-MG,Grêmio,A,12
5,27/09/20,Vasco,Bragantino,A,12
6,27/09/20,Palmeiras,Flamengo,A,12
7,27/09/20,Ceará,Goiás,A,12
8,27/09/20,Atlético-GO,Botafogo,A,12
9,27/09/20,Santos,Fortaleza,A,12
10,28/09/20,Fluminense,Coritiba,A,12
11,28/09/20,CRB,América-MG,B,12
12,29/09/20,Cuiabá,Náutico,B,12
13,29/09/20,Guarani,Sampaio Corrêa,B,12
14,30/09/20,Confiança,Brasil-RS,B,12
