Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/08/14,Bragantino,Atlético-GO,B,17
2,19/08/14,Náutico,Oeste,B,17
3,19/08/14,Sampaio Corrêa,Santa Cruz,B,17
4,19/08/14,Joinville,Boa Esporte,B,17
5,23/08/14,Atlético-MG,Internacional,A,17
6,23/08/14,Botafogo,Chapecoense,A,17
7,23/08/14,Palmeiras,Coritiba,A,17
8,24/08/14,Grêmio,Corinthians,A,17
9,24/08/14,Criciúma,Flamengo,A,17
10,24/08/14,EC Vitória,Figueirense,A,17
11,24/08/14,São Paulo,Santos,A,17
12,24/08/14,Fluminense,Sport,A,17
13,24/08/14,Goiás,Cruzeiro,A,17
14,24/08/14,Athletico-PR,Bahia,A,17
