Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/11/14,Avaí,Oeste,B,34
2,07/11/14,América-RN,Boa Esporte,B,34
3,08/11/14,Vila Nova,Paraná,B,34
4,08/11/14,Portuguesa,Luverdense,B,34
5,15/11/14,Criciúma,Grêmio,A,34
6,15/11/14,Fluminense,Botafogo,A,34
7,16/11/14,Bahia,Corinthians,A,34
8,16/11/14,Athletico-PR,Sport,A,34
9,16/11/14,Flamengo,Coritiba,A,34
10,16/11/14,Santos,Cruzeiro,A,34
11,16/11/14,Internacional,Goiás,A,34
12,16/11/14,Chapecoense,EC Vitória,A,34
13,16/11/14,São Paulo,Palmeiras,A,34
14,16/11/14,Atlético-MG,Figueirense,A,34
