Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/05/14,Bragantino,Vasco,B,8
2,27/05/14,Ceará,Vila Nova,B,8
3,27/05/14,Atlético-GO,América-MG,B,8
4,27/05/14,ABC,Oeste,B,8
5,28/05/14,Criciúma,Coritiba,A,8
6,28/05/14,Palmeiras,Botafogo,A,8
7,28/05/14,Sport,Grêmio,A,8
8,28/05/14,Internacional,Chapecoense,A,8
9,28/05/14,Goiás,EC Vitória,A,8
10,28/05/14,Corinthians,Cruzeiro,A,8
11,28/05/14,Athletico-PR,São Paulo,A,8
12,28/05/14,Atlético-MG,Fluminense,A,8
13,29/05/14,Flamengo,Figueirense,A,8
14,29/05/14,Bahia,Santos,A,8
