Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/09/14,Atlético-GO,América-RN,B,23
2,16/09/14,Oeste,Vasco,B,23
3,16/09/14,Paraná,Ceará,B,23
4,16/09/14,Icasa,Vila Nova,B,23
5,20/09/14,Athletico-PR,Internacional,A,23
6,20/09/14,Criciúma,Botafogo,A,23
7,21/09/14,Cruzeiro,Atlético-MG,A,23
8,21/09/14,Flamengo,Fluminense,A,23
9,21/09/14,Sport,Coritiba,A,23
10,21/09/14,Corinthians,São Paulo,A,23
11,21/09/14,EC Vitória,Bahia,A,23
12,21/09/14,Santos,Figueirense,A,23
13,21/09/14,Goiás,Palmeiras,A,23
14,21/09/14,Grêmio,Chapecoense,A,23
