Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/09/14,Vasco,Joinville,B,26
2,27/09/14,Icasa,ABC,B,26
3,27/09/14,Ponte Preta,Ceará,B,26
4,27/09/14,Atlético-GO,Portuguesa,B,26
5,02/10/14,Palmeiras,Chapecoense,A,26
6,04/10/14,Flamengo,Santos,A,26
7,04/10/14,Fluminense,Bahia,A,26
8,04/10/14,Coritiba,Athletico-PR,A,26
9,04/10/14,EC Vitória,Botafogo,A,26
10,04/10/14,Grêmio,São Paulo,A,26
11,04/10/14,Corinthians,Sport,A,26
12,04/10/14,Cruzeiro,Internacional,A,26
13,04/10/14,Criciúma,Atlético-MG,A,26
14,04/10/14,Goiás,Figueirense,A,26
