Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/09/14,Paraná,Sampaio Corrêa,B,20
2,06/09/14,Náutico,Bragantino,B,20
3,06/09/14,Luverdense,Vila Nova,B,20
4,06/09/14,Avaí,América-RN,B,20
5,10/09/14,Grêmio,Athletico-PR,A,20
6,10/09/14,Palmeiras,Criciúma,A,20
7,10/09/14,Figueirense,Fluminense,A,20
8,10/09/14,Sport,Santos,A,20
9,10/09/14,Coritiba,Chapecoense,A,20
10,10/09/14,Goiás,Flamengo,A,20
11,10/09/14,Botafogo,São Paulo,A,20
12,10/09/14,EC Vitória,Internacional,A,20
13,11/09/14,Corinthians,Atlético-MG,A,20
14,11/09/14,Cruzeiro,Bahia,A,20
