Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/09/14,Icasa,Luverdense,B,27
2,30/09/14,Vila Nova,Ceará,B,27
3,03/10/14,América-MG,Atlético-GO,B,27
4,04/10/14,Oeste,ABC,B,27
5,08/10/14,Botafogo,Palmeiras,A,27
6,08/10/14,Coritiba,Criciúma,A,27
7,08/10/14,São Paulo,Athletico-PR,A,27
8,08/10/14,EC Vitória,Goiás,A,27
9,08/10/14,Cruzeiro,Corinthians,A,27
10,08/10/14,Grêmio,Sport,A,27
11,08/10/14,Figueirense,Flamengo,A,27
12,09/10/14,Santos,Bahia,A,27
13,09/10/14,Fluminense,Atlético-MG,A,27
14,09/10/14,Chapecoense,Internacional,A,27
