Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/05/14,Joinville,Icasa,B,3
2,02/05/14,Santa Cruz,Paraná,B,3
3,03/05/14,Santos,Grêmio,A,3
4,03/05/14,Athletico-PR,Cruzeiro,A,3
5,03/05/14,São Paulo,Coritiba,A,3
6,03/05/14,Fluminense,EC Vitória,A,3
7,03/05/14,Ceará,Náutico,B,3
8,03/05/14,Boa Esporte,América-MG,B,3
9,04/05/14,Criciúma,Figueirense,A,3
10,04/05/14,Internacional,Sport,A,3
11,04/05/14,Bahia,Botafogo,A,3
12,04/05/14,Flamengo,Palmeiras,A,3
13,04/05/14,Chapecoense,Corinthians,A,3
14,04/05/14,Atlético-MG,Goiás,A,3
