Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/08/14,ABC,Portuguesa,B,16
2,15/08/14,Ponte Preta,Joinville,B,16
3,16/08/14,Vasco,Ceará,B,16
4,20/08/14,Sport,Palmeiras,A,16
5,20/08/14,Figueirense,Botafogo,A,16
6,20/08/14,Santos,Athletico-PR,A,16
7,20/08/14,Coritiba,EC Vitória,A,16
8,20/08/14,Bahia,Criciúma,A,16
9,20/08/14,Chapecoense,Fluminense,A,16
10,20/08/14,Flamengo,Atlético-MG,A,16
11,20/08/14,Internacional,São Paulo,A,16
12,21/08/14,Corinthians,Goiás,A,16
13,21/08/14,Cruzeiro,Grêmio,A,16
14,14/10/14,Santa Cruz,Bragantino,B,16
