Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/10/14,Ceará,Bragantino,B,29
2,11/10/14,Luverdense,Paraná,B,29
3,11/10/14,Ponte Preta,Santa Cruz,B,29
4,11/10/14,Náutico,ABC,B,29
5,18/10/14,Goiás,Grêmio,A,29
6,18/10/14,São Paulo,Bahia,A,29
7,18/10/14,Fluminense,Criciúma,A,29
8,18/10/14,Atlético-MG,Chapecoense,A,29
9,19/10/14,Athletico-PR,Flamengo,A,29
10,19/10/14,Figueirense,Coritiba,A,29
11,19/10/14,Internacional,Corinthians,A,29
12,19/10/14,Palmeiras,Santos,A,29
13,19/10/14,EC Vitória,Cruzeiro,A,29
14,19/10/14,Botafogo,Sport,A,29
