Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/07/14,Boa Esporte,Bragantino,B,13
2,25/07/14,Oeste,Luverdense,B,13
3,26/07/14,Joinville,Avaí,B,13
4,26/07/14,Ponte Preta,Vasco,B,13
5,02/08/14,Botafogo,Cruzeiro,A,13
6,02/08/14,São Paulo,Criciúma,A,13
7,02/08/14,EC Vitória,Grêmio,A,13
8,03/08/14,Palmeiras,Bahia,A,13
9,03/08/14,Chapecoense,Flamengo,A,13
10,03/08/14,Coritiba,Corinthians,A,13
11,03/08/14,Figueirense,Sport,A,13
12,03/08/14,Internacional,Santos,A,13
13,03/08/14,Fluminense,Goiás,A,13
14,03/08/14,Atlético-MG,Athletico-PR,A,13
