Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/10/14,Paraná,Portuguesa,B,31
2,21/10/14,Sampaio Corrêa,Bragantino,B,31
3,21/10/14,Ponte Preta,Avaí,B,31
4,21/10/14,Joinville,ABC,B,31
5,25/10/14,Figueirense,Cruzeiro,A,31
6,25/10/14,Palmeiras,Corinthians,A,31
7,25/10/14,Fluminense,Athletico-PR,A,31
8,25/10/14,EC Vitória,Criciúma,A,31
9,25/10/14,Atlético-MG,Sport,A,31
10,25/10/14,Chapecoense,Santos,A,31
11,25/10/14,Coritiba,Grêmio,A,31
12,25/10/14,Internacional,Bahia,A,31
13,25/10/14,Botafogo,Flamengo,A,31
14,27/10/14,São Paulo,Goiás,A,31
