Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/08/14,Oeste,Boa Esporte,B,18
2,23/08/14,Náutico,América-RN,B,18
3,23/08/14,ABC,Vila Nova,B,18
4,23/08/14,Portuguesa,Ceará,B,18
5,30/08/14,Palmeiras,Internacional,A,18
6,30/08/14,Cruzeiro,Chapecoense,A,18
7,31/08/14,Corinthians,Fluminense,A,18
8,31/08/14,Coritiba,Atlético-MG,A,18
9,31/08/14,Sport,Criciúma,A,18
10,31/08/14,Figueirense,São Paulo,A,18
11,31/08/14,Botafogo,Santos,A,18
12,31/08/14,Grêmio,Bahia,A,18
13,31/08/14,Goiás,Athletico-PR,A,18
14,31/08/14,EC Vitória,Flamengo,A,18
