Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/05/14,Internacional,Athletico-PR,A,4
2,10/05/14,Palmeiras,Goiás,A,4
3,10/05/14,Botafogo,Criciúma,A,4
4,10/05/14,Ponte Preta,ABC,B,4
5,10/05/14,Ceará,Paraná,B,4
6,10/05/14,Joinville,Náutico,B,4
7,11/05/14,Chapecoense,Grêmio,A,4
8,11/05/14,Fluminense,Flamengo,A,4
9,11/05/14,Atlético-MG,Cruzeiro,A,4
10,11/05/14,São Paulo,Corinthians,A,4
11,11/05/14,Figueirense,Santos,A,4
12,11/05/14,Coritiba,Sport,A,4
13,11/05/14,Bahia,EC Vitória,A,4
14,07/06/14,Sampaio Corrêa,Avaí,B,4
