Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/08/14,Vila Nova,Portuguesa,B,19
2,30/08/14,Ponte Preta,Náutico,B,19
3,30/08/14,Ceará,Luverdense,B,19
4,30/08/14,Vasco,Avaí,B,19
5,06/09/14,Santos,EC Vitória,A,19
6,06/09/14,Flamengo,Grêmio,A,19
7,06/09/14,Chapecoense,Goiás,A,19
8,07/09/14,São Paulo,Sport,A,19
9,07/09/14,Criciúma,Corinthians,A,19
10,07/09/14,Atlético-MG,Botafogo,A,19
11,07/09/14,Fluminense,Cruzeiro,A,19
12,07/09/14,Bahia,Coritiba,A,19
13,07/09/14,Athletico-PR,Palmeiras,A,19
14,07/09/14,Internacional,Figueirense,A,19
