Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/07/14,Ceará,Joinville,B,11
2,15/07/14,Vasco,Santa Cruz,B,11
3,15/07/14,Ponte Preta,Portuguesa,B,11
4,15/07/14,Luverdense,ABC,B,11
5,19/07/14,São Paulo,Chapecoense,A,11
6,19/07/14,Figueirense,Grêmio,A,11
7,19/07/14,Atlético-MG,Bahia,A,11
8,19/07/14,Botafogo,Coritiba,A,11
9,20/07/14,Internacional,Flamengo,A,11
10,20/07/14,Palmeiras,Cruzeiro,A,11
11,20/07/14,EC Vitória,Corinthians,A,11
12,20/07/14,Athletico-PR,Criciúma,A,11
13,20/07/14,Fluminense,Santos,A,11
14,20/07/14,Goiás,Sport,A,11
