Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/05/14,Boa Esporte,Avaí,B,7
2,23/05/14,Santa Cruz,América-MG,B,7
3,24/05/14,Bahia,Fluminense,A,7
4,24/05/14,São Paulo,Grêmio,A,7
5,24/05/14,ABC,Icasa,B,7
6,24/05/14,Joinville,Vasco,B,7
7,25/05/14,Santos,Flamengo,A,7
8,25/05/14,Figueirense,Goiás,A,7
9,25/05/14,Sport,Corinthians,A,7
10,25/05/14,Athletico-PR,Coritiba,A,7
11,25/05/14,Internacional,Cruzeiro,A,7
12,25/05/14,Botafogo,EC Vitória,A,7
13,25/05/14,Chapecoense,Palmeiras,A,7
14,25/05/14,Atlético-MG,Criciúma,A,7
