Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/04/14,Avaí,Bragantino,B,2
2,25/04/14,Icasa,Sampaio Corrêa,B,2
3,26/04/14,Coritiba,Santos,A,2
4,26/04/14,Palmeiras,Fluminense,A,2
5,26/04/14,Oeste,América-RN,B,2
6,26/04/14,Atlético-GO,Ponte Preta,B,2
7,27/04/14,Botafogo,Internacional,A,2
8,27/04/14,EC Vitória,Athletico-PR,A,2
9,27/04/14,Corinthians,Flamengo,A,2
10,27/04/14,Cruzeiro,São Paulo,A,2
11,27/04/14,Figueirense,Bahia,A,2
12,27/04/14,Grêmio,Atlético-MG,A,2
13,27/04/14,Goiás,Criciúma,A,2
14,27/04/14,Sport,Chapecoense,A,2
