Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/07/14,Náutico,Icasa,B,14
2,01/08/14,Avaí,Luverdense,B,14
3,02/08/14,Ceará,Boa Esporte,B,14
4,02/08/14,Sampaio Corrêa,Ponte Preta,B,14
5,09/08/14,Criciúma,Cruzeiro,A,14
6,09/08/14,Bahia,Goiás,A,14
7,09/08/14,Fluminense,Coritiba,A,14
8,10/08/14,Flamengo,Sport,A,14
9,10/08/14,Santos,Corinthians,A,14
10,10/08/14,Athletico-PR,Botafogo,A,14
11,10/08/14,Internacional,Grêmio,A,14
12,10/08/14,Atlético-MG,Palmeiras,A,14
13,10/08/14,Chapecoense,Figueirense,A,14
14,10/08/14,São Paulo,EC Vitória,A,14
